permission_id,legacy_key,legacy_table_name,proposed_ability,assigned_role_ids,assigned_role_names,assignment_count,target_scope,authorization_contract,migration_status,required_test
754,edit_seo_city,seo_city,update,1,admin,1,"App\Filament\Clusters\Seo\Resources\SeoCityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
755,add_seo_city,seo_city,create,1,admin,1,"App\Filament\Clusters\Seo\Resources\SeoCityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
756,delete_seo_city,seo_city,delete,1,admin,1,"App\Filament\Clusters\Seo\Resources\SeoCityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
757,browse_abandoned_carts,abandoned_carts,viewAny,1,admin,1,"App\Filament\Clusters\Commerce\Resources\AbandonedCartsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
758,read_abandoned_carts,abandoned_carts,view,1,admin,1,"App\Filament\Clusters\Commerce\Resources\AbandonedCartsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
759,edit_abandoned_carts,abandoned_carts,update,1,admin,1,"App\Filament\Clusters\Commerce\Resources\AbandonedCartsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
760,add_abandoned_carts,abandoned_carts,create,1,admin,1,"App\Filament\Clusters\Commerce\Resources\AbandonedCartsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
761,delete_abandoned_carts,abandoned_carts,delete,1,admin,1,"App\Filament\Clusters\Commerce\Resources\AbandonedCartsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
762,browse_reviews,reviews,viewAny,1,admin,1,"App\Filament\Clusters\Content\Resources\ReviewsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
763,read_reviews,reviews,view,1,admin,1,"App\Filament\Clusters\Content\Resources\ReviewsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
764,edit_reviews,reviews,update,1,admin,1,"App\Filament\Clusters\Content\Resources\ReviewsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
765,add_reviews,reviews,create,1,admin,1,"App\Filament\Clusters\Content\Resources\ReviewsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
766,delete_reviews,reviews,delete,1,admin,1,"App\Filament\Clusters\Content\Resources\ReviewsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
767,browse_venipak_data,venipak_data,viewAny,1,admin,1,"App\Filament\Clusters\Commerce\Resources\VenipakDataResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
768,read_venipak_data,venipak_data,view,1,admin,1,"App\Filament\Clusters\Commerce\Resources\VenipakDataResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
769,edit_venipak_data,venipak_data,update,1,admin,1,"App\Filament\Clusters\Commerce\Resources\VenipakDataResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
770,add_venipak_data,venipak_data,create,1,admin,1,"App\Filament\Clusters\Commerce\Resources\VenipakDataResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
771,delete_venipak_data,venipak_data,delete,1,admin,1,"App\Filament\Clusters\Commerce\Resources\VenipakDataResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
772,browse_site_images,site_images,viewAny,1,admin,1,"App\Filament\Clusters\Seo\Resources\SiteImagesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
773,read_site_images,site_images,view,1,admin,1,"App\Filament\Clusters\Seo\Resources\SiteImagesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
774,edit_site_images,site_images,update,1,admin,1,"App\Filament\Clusters\Seo\Resources\SiteImagesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
775,add_site_images,site_images,create,1,admin,1,"App\Filament\Clusters\Seo\Resources\SiteImagesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
776,delete_site_images,site_images,delete,1,admin,1,"App\Filament\Clusters\Seo\Resources\SiteImagesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
777,browse_canvas_photo_improvements,canvas_photo_improvements,viewAny,1,admin,1,"App\Filament\Clusters\Catalog\Resources\CanvasPhotoImprovementsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
778,read_canvas_photo_improvements,canvas_photo_improvements,view,1,admin,1,"App\Filament\Clusters\Catalog\Resources\CanvasPhotoImprovementsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
779,edit_canvas_photo_improvements,canvas_photo_improvements,update,1,admin,1,"App\Filament\Clusters\Catalog\Resources\CanvasPhotoImprovementsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
780,add_canvas_photo_improvements,canvas_photo_improvements,create,1,admin,1,"App\Filament\Clusters\Catalog\Resources\CanvasPhotoImprovementsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
781,delete_canvas_photo_improvements,canvas_photo_improvements,delete,1,admin,1,"App\Filament\Clusters\Catalog\Resources\CanvasPhotoImprovementsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
782,browse_alt_suggestions,alt_suggestions,viewAny,1,admin,1,"Custom action/page ability","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
783,edit_alt_suggestions,alt_suggestions,update,1,admin,1,"Custom action/page ability","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
